PMID/PMCID	Publisher	Journal title	Article title	COST (£) charged to Wellcome (inc VAT when charged)
PMID: 23510580	Elsevier	Biological Psychiatry	Enhanced avoidance habit learning in obsessive-compulsive disorder	2469.95
PMC3580283	Elsevier	BIOLOGICAL PSYCHOLOGY	"The catechol-O-methyltransferase gene (COMT) and cognitive function from childhood through adolescence
"	2435.38
PMC3591638	American Society for Biochemistry and Molecular Biology	Biologicial Chemistry	Molecular Basis for Jagged-1 Serrate	1281.59
"PMC3457933

"	PLOS	PLOS Biology	Independent Regulation of Basal Neurotransmitter Release Efficacy by Variable Ca2+ Influx and Bouton Size at Small Central Synapses	1836.91
PMC3639766	Royal Society	Biology Letters	Host nutrition alters the variance in parasite transmission potential.	1260
PMC3730629	Royal Society	Biology Letters	Anthelmintic treatment alters the parasite community in a wild mouse host	1680
PMC3639764	Royal Society	Biology Letters	Vaulting mechanics successfully predict decrease in walk-run transition speed with incline	1680
PMC3730652	Royal Society	Biology Letters	Constraints on muscle performance provide a novel explanation for the scaling of posture in terrestrial animals	2040
PMCID: PMC3711043	The Company of Biologists	Biology Open	Olfactory ensheathing glia are required for embryonic olfactory axon targeting and the migration of gonadotrophin-releasing hormone neurons	1044
3558749	The Company of Biologists	Biology Open	Highly efficient bi-allelic mutation rates using TALENs in Xenopus tropicalis	1044
	The Company of Biologists	Biology Open	Nrf2 impacts cellular bioenergetics by controlling substrate availability for mitochondrial respiration	1044
PMC3744072	The Company of Biologists	Biology Open	Analysis of the cartilage proteome from three different mouse models of genetic skeletal diseases reveal common and discrete disease signatures	1044
3744075	The Company of Biologists	Biology Open	Intra-ER sorting of the peroxisomal membrane protein Pex3 relies on its luminal domain	1044
PMC3679557	American Chemical Society	Biomacromolecules	Structural characterization of a Model Gram-negative bacterial surface using lipopolysaccharides from rough strains of escherichia coli	2381.04
PMC3520009	Elsevier	Biomaterials	Incorporation of Paramagnetic, Fluorescent and PET/SPECT Contrast Agents into Liposomes for Multimodal Imaging	2329.03
"PMCID:
    PMC3605579
"	Elsevier	Biomaterials	The Effect of Microgrooved Culture Substrates on Calcium Cycling of Cardiac Myocytes Derived from Human Induced Pluripotent Stem Cells	2466.39
22738332 PMC3381227	BioMed Central	Journal of Neuroinflammation	Long-term impact of systemic bacterial infection on the cerebral vasculature and microglia. 	1350
"PMCID:
    PMC3764326"	Springer	Biomedical Microdevices	Continuous in vivo blood pressure measurements using a fully implantable wireless SAW sensor	2236.16
2.3225165E7	Springer	Biomolecular NMR Assignments	Resonance assignment of As-p18, a fatty acid binding protein secreted by developing larvae of the parasitic nematode Ascaris suum	1930.88
2.3179061E7	Springer-Verlag	Biomolecular NMR Assignments	1H, 13C and 15N chemical shift assignments of Na-FAR-1, a helix-rich fatty acid and retinol binding protein of the parasitic nematode Necator americanus 	1916.11
PMCID: PMC3512037	Biophysical Society	Biophysical Journal	GABA binding to an insect GABA receptor: a molecular dynamics and mutagenesis study	675.29
PMCID: PMC3525841	Biophysical Society	Biophysical Journal	Single-molecule observation of the induction of k-turn RNA structure on binding L7Ae protein	683.96
23931322 PMCID: PMC3736666 	Biophysical Society	Biophysical Journal	Aggregation modulators interfer with membrane interactions of Beta2 microglobulin fibrils	671.04
23877967 PMC3814418 	Wiley-Blackwell	Biopolymers	ATP-Driven molecular chaperone machines	1981.72
	Wiley-Blackwell	Biopolymers	Particle Tracking Microrheology of Purified Gastrointestinal Mucins	1981.77
PMCID: PMC3763426	Portland Press	Bioscience Reports	Genetic and structural validation of Aspergillus fumigatus N-acetylphosphoglucosamine mutase as an antifungal target.	834
	Nature Publishing Group	BioSocieties	"""Creating the 'Ethics Industry': Mary Warnock, In Vitro Fertilization and the History of Bioethics in Britain"""	1800
PMC3671369	Palgrave MacMillan 	BioSocieties	Health Economists, Tobacco Control and International Development: On the Economisation of Global Health beyond Neoliberal Structural Adjustment Policies	1920
PMC3677098	Elsevier	Biosystems	Information coding in vasopressin neurons-The role of asynchronous bistable burst firing.	2863.73
	Wiley-Blackwell	Birth Defects Research Part A: Clinical and Molecular Teratology	Knowledge and peri-conceptional use of folic acid for the prevention of neural tube defects in ethnic communities in the United Kingdom: Systematic review and meta-analysis	1500
	Wiley-Blackwell	Birth Defects Research Part A: Clinical and Molecular Teratology	Is LMNB1 a susceptibility gene for neural tube defects in humans?	1500
PMC3686250	BMJ Group	BJOPHTHALMOL	Near-infrared transillumination photography to detect anterior uveal melanomas through Black IOLs	2340
"PMC3613719
"	The Royal College of Psychiatrists	BJP	Effect of psychosocial interventions on social functioning in depression and schizophrenia: meta-analysis	3000
	American Society of Hematology	Blood	Disease-associated missense mutations in the EVH1 domain disrupt intrinsic WASp function causing dysregulated actin dynamics and impaired dendritic cell migration	1260.26
	American Society of Hematology	Blood	SAP gene transfer restores cellular and humoral immune function in a murine model of X-linked lymphoproliferative disease	1260.26
	American Society of Hematology	Blood	Super-resolution imaging of remodeled synaptic actin reveals different synergies between NK cell receptors and integrins.	1230.4
PMC3501641	American Society of Hematology	Blood	Induction of IL-4Ra-dependent microRNAs identifies PI3K/Akt signaling as essential for IL-4-driven murine macrophage proliferation in vivo	1288.14
PMCID: PMC3596968	American Society of Hematology	Blood	Siglec-E is a negative regulator of acute pulmonary neutrophil inflammation and suppresses CD11b β2-integrin-dependent signaling	1340.75
23002116 PMC3790949 	American Society of Hematology	Blood	Evaluation of participants with suspected heritable platelet function disorders including recommendation and validation of a streamlined agonist panel.	1527.2
"PMCID:
    PMC3689249"	American Society of Hematology	Blood	Characterization of a novel NKG2D and NKp46 double-mutant mouse reveals subtle variations in the NK cell repertoire	1543.44
23255554 PMC3653566 	American Society of Hematology	Blood	Peptide Length Determines the Outcome of T Cell Receptor/Peptide-MHCI Engagement	1597.98
23043070 PMC3790942 	American Society of Hematology	Blood	Epidermis instructs skin homing receptor expression in human T cells	1578.4299999999998
PMC 3533981	BioMed Central	BMC Public Health	Geographical access to care at birth n Ghana: a barrier to safe motherhood	1536
PMC3398262	BioMed Central	BMC Biology	Detailed interrogation of trypanosome cell biology via differential organelle staining and automated image analysis	1674
PMID: 24020915 PMC3846689 	BioMed Central	BMC Genetics	The physical capability of community-based mend and women from a British cohort: the European Prospective Investigation into Cancer (EPIC)-Norfolk study	1375.8
PMID:23442822	BioMed Central	BMC Genome Biology	Patterns of prokaryotic lateral gene transfers affecting parasitic microbial eukaryotes	2010
PMC2843621	BioMed Central	BMC Genomics	Trichomonas vaginalis vast BspA-like gene family: evidence for functional diversity from sructural organization and transcriptomics	1204.38
"PMCID:
    PMC3636053"	BioMed Central	BMC Genomics	Enhancing the utility of Proteomics Signature Profiling (PSP) with Pathway Derived Subnets (PDSs), performance analysis and specialised ontologies	1254.6
3526451	BioMed Central	BMC Genomics	Advances in genome-wide RNAi cellular screens: a case study using the Drosophila JAK/STAT pathway	1476
3681581	BioMed Central	BMC Genomics	Transcriptional adaptation of pneumococci and human pharyngeal cells in the presence of a virus infection.	608.52
3708772	BioMed Central	BMC Genomics	Phenotypic, genomic, and transcriptional characterization of Streptococcus pneumonia interacting with human pharyngeal cells.	608.52
"PMCID:
    PMC3664635
"	BioMed Central	BMC Health Services Research	Community groups as 'critical enablers' of the HIV response in Zimbabwe	1536
PMC3312863	BioMed Central	BMC Health Services Research	The development of a lay health worker delivered collaborative community based intervention for people with schizophrenia in India 	1128
PMCID: PMC3605375 	BioMed Central	BMC Infectious Diseases	Endotoxaemia is common in children with Plasmodium falciparum malaria	1536
PMC3716635	BioMed Central	BMC Infectious Diseases	The proportions of people living with HIV in low and middle-income countries who test tuberculin skin test positive using either ....	1375.8
3639180	BioMed Central	BMC Infectious Diseases	The receptive versus current risks of Plasmodium falciparum transmission in Northern Namibia: implications for elimination.	1280
"PMC3750443

"	BioMed Central	BMC Medical Ethics	Taking ethical photos of children for medical and research purposes in low-resource settings: an exploratory qualitative study	1315.8
3570299	BioMed Central	BMC Medical Genetics	Maternal and offspring fasting glucose and type 2 diabetes-associated genetic variants and cognitive function at age 8: a Mendelian randomization study in the Avon Longitudinal Study of Parents and Children	1536
In Process	BioMed Central	BMC Medical Imaging	Correlation of automated IMT and BMI in an image database from India on a very low resolution carotid ultrasound.	1290
PMC3616814	BioMed Central	BMC Medicine	Associations between selected immune-mediated diseases and tuberculosis: record-linkage studies	1734
PMC3566971	BioMed Central	BMC Medicine	Genetic environmental and stochastic factors in monozygotic twin discordance with a focus on epigenetic differences	1794
In Process	BioMed Central	BMC Medicine	HIV-associated tuberculosis: relationship between disease severity and the sensitivity of new sputum-based and urine-based diagnostic assays	1605.3
PMC3726342	BioMed Central	BMC Microbiology	Sub-inhibitory concentrations of some antibiotics drive diversification of Pseudomonas aeruginosa populations in artificial sputum medium	1375.8
PMC3640928	BioMed Central	BMC Molecular Biology	Multiple tandem splicing silencer elements suppress aberrant splicing within  the long exon 26 of the human Apolipoprotein B gene	1536
PMC3534503	BioMed Central	BMC Neurology	Risk of fractures in patients with multiple sclerosis: record-linkage study	1476
PMC3579723	BioMed Central	BMC Neuroscience	Steerable-filter based quantification of axonal populations at the developing optic chiasm reveal significant defects in Slit2(-/-) as well as Slit1(-/-)Slit2(-/-) embryos.	1314.6
PMC 3599138	BioMed Central	BMC Pediatrics	A retrospective study of Human Immunodeficincy Virus transmission mortality and loss to follow-up among infants in the first 18 months of life in prevention of mother-t-child transmission programme in an urban hospital in KwaZulu-Natal South Africa	1280
PMC3537519	BioMed Central	BMC Psychiatry	Rates of undiagnosed attention deficit hyperactivity disorder in London drug and alcohol detoxification units	1180.8
3637822	BioMed Central	BMC Psychiatry	Detecting depression among adolescents in Santiago, Chile: sex differences	1650.51
3751660	BioMed Central	BMC Public Health	Implementation of an educational intervention to improve hand washing in primary schools: process evaluation within a randomised controlled trial	437
"PMCID:
    PMC3637551
"	BioMed Central	BMC Public Health	Social acceptability and perceived impact of a community-led cash transfer programme in Zimbabwe	1314.6
"PMCID:
    PMC3637528
"	BioMed Central	BMC Public Health	The role of community conversations in facilitating local HIV competence: Case study from rural Zimbabwe	1536
PMC 3570447	BioMed Central	BMC Public Health	Tuberculosis and poverty: the contribution of patients costs in sub-Saharan Africa - a systematic review	1280
PMC 3599138	BioMed Central	BMC Public Health	Maternal HIV disclosure to HIV- uninfected children in rural South Africa: a pilot study of family-based intervention	1280
PMC3651303 	BioMed Central	BMC Public Health	Older HIV-infected individuals present late and have a higher mortality: Brighton UK cohort study	1280
PMC3848687	BioMed Central	BMC Public Health	The effectiveness of mental health promotion interventions for young people in low and middle income countries: a systematic review.	475.62
	BioMed Central	BMC Public Health	Intimate partner violence against women during and after pregnancy: a cross-sectional study in Mumbai slums	1254.6
PMC3844310	BioMed Central	BMC Public Health	Do accurate HIV and antiretroviral therapy knowledge and previous testing experiences increase the uptake o ....	1315.8
