DOI/PMID,Cost type,Cost (€),Article title,Journal title,Publisher,Year of publication,Open Access,Notes
10.1021/ma400308x,Hybrid Open Access," € 2,050.96 ",Effects of Knots on Ring Polymers in Solvents of Varying Quality.,Macromolecules,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1016/j.neuroscience.2011.12.054,Hybrid Open Access," € 1,625.42 ","Effects of long-term moderate ethanol and cholesterol on cognition, cholinergic neurons, inflammation, and vascular impairment in rats.",Neuroscience,ELSEVIER,2012,OA,
10.1890/11-2067.1,Other publication costs, € 467.75 ,Effects of plant identity and diversity on the dietary choice of a soil-living insect herbivore.,Ecology,ECOLOGICAL SOCIETY OF AMERICA (ESA),2012,,
10.1111/eea.12063,Hybrid Open Access," € 2,400.00 ",Effects of the ant Formica fusca on the transmission of microsporidia infecting gypsy moth larvae.,Entomologia Experimentalis et Applicata,WILEY-BLACKWELL,2013,OA,
10.1016/j.nimb.2013.03.031,Hybrid Open Access," € 2,676.26 ",Effects of the atomic level shift in the Auger neutralization rates of noble metal surfaces.,"Nuclear Instruments and Methods in Physics Research, Section B: Beam Interactions with Materials and Atoms",ELSEVIER,2013,OA,
10.1111/j.1398-9995.2006.00997.x,Other publication costs, € 240.00 ,Effects of various statins on cytokine-dependent growth and IgE-dependent release of histamine in human mast cells.,Allergy: European Journal of Allergy and Clinical Immunology,WILEY-BLACKWELL,2006,,
10.1109/TMM.2011.2177644,Other publication costs, € 999.08 ,Efficient and rate-distortion optimal wavelet packet basis selection in JPEG2000.,IEEE Transactions on Multimedia,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS (IEEE),2012,,
10.1016/j.freeradbiomed.2013.04.034,Hybrid Open Access," € 1,962.59 ",Efficient nitrosation of glutathione by nitric oxide.,Free Radical Biology and Medicine,ELSEVIER,2013,OA,
10.1016/j.freeradbiomed.2013.04.034,Other publication costs," € 1,647.17 ",Efficient nitrosation of glutathione by nitric oxide.,Free Radical Biology and Medicine,ELSEVIER,2013,OA,
10.1016/j.jmbbm.2012.03.004,Hybrid Open Access," € 2,167.23 ",Elastic anisotropy of uniaxial mineralized collagen fibers measured using two-directional indentation. Effects of hydration state and indentation depth.,Journal of the Mechanical Behavior of Biomedical Materials,ELSEVIER,2012,OA,
10.1109/TBME.2013.2256359,Other publication costs, € 744.21 ,Electroanatomical Characterization of Atrial Microfibrosis in a Histologically Detailed Computer Model.,IEEE Transactions on Biomedical Engineering,INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS (IEEE),2013,,
10.1002/cctc.201200904,Hybrid Open Access," € 2,400.00 ",Electrocatalytic Reduction of Carbon Dioxide to Carbon Monoxide by a Polymerized Film of an Alkynyl-Substituted Rhenium(I) Complex.,ChemCatChem,WILEY-BLACKWELL,2013,OA,
10.1016/j.orgel.2012.03.,Hybrid Open Access," € 2,709.03 ",Electrochemical doping for lowering contact barriers in organic field effect transistors.,"Organic Electronics: physics, materials, applications",ELSEVIER,2012,OA,
10.5194/angeo-30-1495-2012,Gold Open Access, € 383.18 ,Electron loss and meteoric dust in the mesosphere.,Annales Geophysicae,COPERNICUS PUBLICATIONS,2012,OA,
10.1103/PhysRevLett.110.086110,Hybrid Open Access," € 2,011.18 ",Electron Supersurface Scattering On Polycrystalline Au.,Physical Review Letters,AMERICAN PHYSICAL SOCIETY (APS),2013,OA,
10.1021/jp312336m,Hybrid Open Access," € 2,077.12 ",Electronic Relaxation after Resonant Laser Excitation of Cr in Superfluid Helium Nanodroplets.,Journal of Physical Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1021/jp400372t,Hybrid Open Access," € 2,077.12 ",Electronically Excited States in Poly(p-phenylenevinylene): Vertical Excitations and Torsional Potentials from High-Level Ab Initio Calculations.,Journal of Physical Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1016/j.injury.2011.03.055,Hybrid Open Access," € 2,709.03 ",Elevated transforming growth factor-beta 1 (TGF-&#946;1) levels in human fracture healing.,Injury,ELSEVIER,2011,OA,immediate OA 31.03.2011
10.1111/maps.12146,Hybrid Open Access," € 2,700.00 ","El'gygytgyn impact crater, Chukotka, Arctic Russia: Impact cratering aspects of the 2009 ICDP drilling project.",Meteoritics and Planetary Science,WILEY-BLACKWELL,2013,OA,
10.1024/1661-4747/a000146,Hybrid Open Access," € 3,000.00 ",Emotionales Lernen: Ein naturalistisches experimentelles Paradigma zur Untersuchung von Angsterwerb und Extinktion mittels aversiver Filme.,"Zeitschrift für Psychiatrie, Psychologie und Psychotherapie",Verlag Hans Huber AG,2013,OA,
10.1016/j.psychres.2013.08.027,Hybrid Open Access," € 2,339.74 ",Empathic competencies in violent offenders.,Psychiatry Research,ELSEVIER,2013,OA,
,Other publication costs, € 450.00 ,Emplacement of an evaporitic mélange nappe in central Northern Calcareous Alps: evidence from the Moosegg klippe (Austria).,Austrian Journal of Earth Sciences,ÖSTERREICHISCHE GEOLOGISCHE GESELLSCHAFT / AUSTRIAN GEOLOGICAL SOCIETY,2011,OA,Open Access but not listed in DOAJ
10.1016/j.bbalip.2013.08.007,Hybrid Open Access," € 2,807.68 ",Endocytosis and intracellular processing of BODIPY-sphingomyelin by murine CATH.a neurons.,Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids,ELSEVIER,2013,OA,
10.1002/biot.201300216,Hybrid Open Access," € 2,618.18 ",Endogenous MicroRNA Clusters Outperform Chimeric Sequence Clusters in Chinese Hamster Ovary Cells.,Biotechnology journal,WILEY-BLACKWELL,2013,OA,
10.1111/febs.12309,Hybrid Open Access," € 2,400.00 ","Endosomal trafficking of the receptor tyrosine kinase MuSK proceeds via clathrin-dependent pathways, Arf6 and actin:",FEBS Journal,WILEY-BLACKWELL,2013,OA,
10.1103/PhysRevA.88.032901,Hybrid Open Access," € 1,603.58 ",Energy loss of low-energy ions in transmission and backscattering experiments.,"Physical Review A - Atomic, Molecular, and Optical Physics",AMERICAN PHYSICAL SOCIETY (APS),2013,OA,
10.4161/bioe.22857,Hybrid Open Access, € 198.00 ,Engineering of human-type O-glycosylation in Nicotiana benthamiana plants.,Bioengineered Bugs,LANDES BIOSCIENCE,2013,OA,
10.4161/bioe.22857,Other publication costs, € 269.29 ,Engineering of human-type O-glycosylation in Nicotiana benthamiana plants.,Bioengineered Bugs,LANDES BIOSCIENCE,2013,OA,
10.1074/jbc.M112.402685,Hybrid Open Access," € 1,577.32 ",Engineering of Sialylated Mucin-type O-Glycosylation in Plants.,Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2012,OA,
10.1074/jbc.M112.402685,Other publication costs, € 567.83 ,Engineering of Sialylated Mucin-type O-Glycosylation in Plants.,Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2012,OA,
10.1152/ajpheart.00441.2013,Other publication costs, € 39.93 ,Enhanced currents through L-type calcium channels in cardiomyocytes distrurb the electrophysiology of the dystrophic heart.,American Journal of Physiology - Heart and Circulatory Physiology,AMERICAN PHYSIOLOGICAL SOCIETY,2013,,
10.1364/OE.21.015869,Gold Open Access," € 1,403.38 ",Enhanced light output power of quantum cascade lasers from a tilted front facet.,Optics Express,OPTICAL SOCIETY OF AMERICA (OSA),2013,OA,
10.3389/fgene.2013.00241,Gold Open Access," € 1,290.00 ",Enhancing systems medicine beyond genotype data by dynamic patient signatures: having information and using it too.,FRONTIERS IN GENETICS,FRONTIERS RESEARCH FOUNDATION,2013,OA,
10.1021/jp311418q,Hybrid Open Access," € 2,050.96 ",Entropy from State Probabilities: Hydration Entropy of Cations.,Journal of Physical Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1126/scitranslmed.3005886,Other publication costs," € 1,535.65 ",Epidermal EGFR Controls Cutaneous Host Defense and Prevents Inflammation.,Science Translational Medicine,AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,2013,,
10.1038/jid.2012.272,Other publication costs," € 1,937.92 ",Epidermal Growth Factor Facilitates Melanoma Lymph Node Metastasis by Influencing Tumor Lymphangiogenesis.,Journal of Investigative Dermatology,NATURE PUBLISHING GROUP,2013,,
10.1016/j.biochi.2012.05.007,Hybrid Open Access," € 3,386.29 ",Epigenomics of cancer – emerging new concepts.,Biochimie,ELSEVIER,2012,OA,
10.1021/nn3042607,Hybrid Open Access," € 2,058.62 ",Epitaxial Growth of pi-Stacked Perfluoropentacene on Graphene-Coated Quartz.,ACS Nano,AMERICAN CHEMICAL SOCIETY (ACS),2012,OA,
10.1016/j.ajpath.2012.08.011,Hybrid Open Access," € 1,473.28 ",Epithelial-to-Mesenchymal Transition Leads to Docetaxel Resistance in Prostate Cancer and Is Mediated by Reduced Expression of miR-200c and miR-205.,American Journal of Pathology,ELSEVIER,2012,OA,
10.1016/j.ajpath.2012.08.011,Other publication costs," € 3,175.13 ",Epithelial-to-Mesenchymal Transition Leads to Docetaxel Resistance in Prostate Cancer and Is Mediated by Reduced Expression of miR-200c and miR-205.,American Journal of Pathology,ELSEVIER,2012,OA,
10.1111/j.1365-2761.2012.01440.x,Hybrid Open Access," € 2,400.00 ",Establishment of medium for laboratory cultivation and maintenance of Fredericella sultana for in vivo experiments with Tetracapsuloides bryosalmonae (Myxozoa),Journal of Fish Diseases,WILEY-BLACKWELL,2013,OA,
10.1016/j.jmaa.2012.04.070,Hybrid Open Access," € 1,625.42 ",Estimates for a class of oscillatory integrals and decay rates for wave-type equations.,Journal of Mathematical Analysis and Applications,ELSEVIER,2012,OA,
10.1093/molbev/mss266,Hybrid Open Access," € 2,250.00 ",Estimating Empirical Codon Hidden Markov Models.,Molecular Biology and Evolution,OXFORD UNIVERSITY PRESS (OUP),2013,OA,
10.1016/j.brainres.2012.04.020,Hybrid Open Access," € 3,386.29 ",Ethanol transiently suppresses choline-acetyltransferase in basal nucleus of Meynert slices.,Brain Research,ELSEVIER,2012,OA,
10.1016/j.jep.2013.06.007,Hybrid Open Access," € 2,676.26 ",Ethnopharmacological in vitro studies on Austria's folk medicine—An unexplored lore in vitro anti-inflammatory activities of 71 Austrian traditional herbal drugs.,Journal of Ethnopharmacology,ELSEVIER,2013,OA,
10.1016/j.molliq.2013.05.033,Hybrid Open Access," € 2,319.42 ",Ethylene glycol revisited: Molecular dynamics simulations and visualization of the liquid and its hydrogen-bond network.,Journal of Molecular Liquids,ELSEVIER,2013,OA,
10.1016/j.pharmthera.2013.03.006,Hybrid Open Access," € 2,676.26 ",E-type prostanoid receptor 4 (EP4) in disease and therapy.,Pharmacology and Therapeutics,ELSEVIER,2013,OA,
10.1029/2011WR011662,Other publication costs, € 812.16 ,Evaluating participation in water resource management: A review.,Water Resources Research,WILEY-BLACKWELL,2012,,
10.1016/j.fsigen.2013.06.003,Hybrid Open Access," € 2,230.21 ",Evaluation of next generation mtGenome sequencing using the Ion Torrent Personal Genome Machine (PGM).,Forensic Science International: Genetics,ELSEVIER,2013,OA,
15784688,Other publication costs, € 422.23 ,"Evaluation of normal and neoplastic human mast cells for expression of CD172a (SIRPalpha), CD47, and SHP-1.",Journal of Leukocyte Biology,Society for Leukocyte Biology,2005,,
10.1186/2191-0855-3-7,Gold Open Access," € 1,530.00 ","Evaluation of the food grade expression systems NICE and pSIP for the production of 2,5-diketo-D-gluconic acid reductase from Corynebacterium glutamicum.",AMB EXPRESS,SPRINGER OPEN,2013,OA,
10.1016/j.rse.2011.09.031,Other publication costs," € 1,770.00 ",Evaluation of the predicted error of the soil moisture retrieval from C-band SAR by comparison against modelled soil moisture estimates over Australia,Remote Sensing of Environment,ELSEVIER,2012,OA,
10.1371/journal.pone.0056308,Gold Open Access," € 1,048.34 ",EVI1 Inhibits Apoptosis Induced by Antileukemic Drugs via Upregulation of CDKN1A/p21/WAF in Human Myeloid Cells.,PLoS ONE,PUBLIC LIBRARY OF SCIENCE (PLOS),2013,OA,
10.1021/jz401073t,Hybrid Open Access," € 1,969.01 ",Evidence of Hybrid Excitons in Weakly Interacting Nanopeapods.,Journal of Physical Chemistry Letters,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1038/hdy.2013.78,Hybrid Open Access," € 2,880.00 ",Evolution of body shape in sympatric versus non-sympatric Tropheus populations of Lake Tanganyika.,Heredity,NATURE PUBLISHING GROUP,2013,OA,
10.1038/hdy.2013.78,Other publication costs, € 757.72 ,Evolution of body shape in sympatric versus non-sympatric Tropheus populations of Lake Tanganyika.,Heredity,NATURE PUBLISHING GROUP,2013,OA,
10.1016/j.cub.2013.02.018,Other publication costs, € 857.50 ,Evolution of mir-92a Underlies Natural Morphological Variation in Drosophila melanogaster.,Current Biology,ELSEVIER,2013,,
10.1159/000351727,Hybrid Open Access," € 2,494.01 ","Evolutionary Consequences, Constraints and Potential of Polyploidy in Plants.",Cytogenetic and Genome Research,KARGER,2013,OA,
10.1016/j.cor.2013.05.005,Hybrid Open Access, € 981.29 ,Exact solution of the robust knapsack problem.,Computers & Operations Research,ELSEVIER,2013,OA,
10.1371/journal.pcbi.1002036,Gold Open Access," € 1,591.12 ",Exhaustive sampling of docking poses reveals binding hypotheses for propafenone type inhibitors of P-glycoprotein.,PLoS Computational Biology,PUBLIC LIBRARY OF SCIENCE (PLOS),2011,OA,
10.1016/j.ajhg.2012.05.007,Hybrid Open Access," € 2,979.94 ",Exome Sequencing Identifies a REEP1 Mutation Involved in Distal Hereditary Motor Neuropathy Type V.,American Journal of Human Genetics,ELSEVIER,2012,OA,
10.1016/j.techfore.2011.12.012,Hybrid Open Access," € 2,709.03 ",Expectations as a key to understanding actor strategies in the field of fuel cell and hydrogen vehicles.,Technological Forecasting and Social Change,ELSEVIER,2012,OA,
10.1016/j.gca.2013.05.026,Hybrid Open Access," € 2,141.01 ","Experimental chlorine partitioning between forsterite, enstatite and aqueous fluid at upper mantle conditions.",Geochimica et Cosmohimica Acta,ELSEVIER,2013,OA,
10.1007/s00410-013-0902-5,Hybrid Open Access," € 2,640.00 ","Experimental partitioning of halogens and other trace elements between olivine, pyroxenes, amphibole and aqueous fluid at 2 GPa and 900–1,300 GradC.",Contributions of Mineralogy and Petrology,SPRINGER VERLAG,2013,OA,
10.1177/1354068812453373,Hybrid Open Access," € 1,148.77 ","Explaining coalition bargaining outcomes: Evidence from Austria, 2002–2008.",Party Politics,SAGE PUBLICATIONS,2012,OA,
10.1017/S0007123413000239,Hybrid Open Access," € 2,388.72 ",Explaining Party Positions on Decentralization.,British Journal of Political Science,CAMBRIDGE UNIVERSITY PRESS (CUP),2013,OA,
10.1021/jp4011372,Hybrid Open Access," € 2,050.96 ",Explaining the Temperature Dependence of Spirilloxanthin’s S* Signal by an Inhomogeneous Ground State Model.,Journal of Physical Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1371/journal.pone.0068979,Gold Open Access," € 1,071.15 ",Explorative Learning and Functional Inferences on a Five-Step Means-Means-End Problem in Goffin’s Cockatoos (Cacatua goffini).,PLoS ONE,PUBLIC LIBRARY OF SCIENCE (PLOS),2013,OA,
10.4155/fmc.12.108,Hybrid Open Access," € 2,385.96 ",Exploring bioactive peptides from natural sources for oxytocin and vasopressin drug discovery.,Future Medicinal Chemistry,FUTURE SCIENCE GROUP,2012,OA,
10.1074/jbc.M112.418095,Other publication costs," € 1,241.44 ",Exploring the Unique N-Glycome of the Opportunistic Human Pathogen.,Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2012,,
10.1016/j.jbiotec.2013.01.027,Hybrid Open Access," € 2,676.26 ",Expression analysis of multiple myeloma CD138 negative progenitor cells using single molecule microarray readout.,Journal of Biotechnology,ELSEVIER,2013,OA,
10.1007/s10719-013-9486-6,Hybrid Open Access," € 2,618.00 ",Expression and characterization of the first snail-derived UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase.,Glycoconjugate Journal,SPRINGER VERLAG,2013,OA,
10.2353/ajpath.2009.080953,Other publication costs," € 1,700.94 ",Expression of Activated STAT5 in Neoplastic Mast Cells in Systemic Mastocytosis : Subcellular Distribution and Role of the Transforming Oncoprotein KIT D816V.,American Journal of Pathology,ELSEVIER,2009,,
10.3791/51112,Hybrid Open Access," € 1,862.20 ",Expression of functional recombinant hemagglutinin and neuraminidase proteins from the novel Chinese H7N9 influenza virus using the baculovirus expression system.,Journal of Visualized Experiments,JOURNAL OF VISUALIZED EXPERIMENTS (JOVE),2013,OA,
10.1002/biot.201200363,Hybrid Open Access," € 2,400.00 ",Expression of functionally active sialylated human erythropoietin in plants.,Biotechnology journal,WILEY-BLACKWELL,2013,OA,
10.1002/biot.201200363,Other publication costs, € 998.32 ,Expression of functionally active sialylated human erythropoietin in plants.,Biotechnology journal,WILEY-BLACKWELL,2013,OA,
10.1007/s10658-013-0173-z,Hybrid Open Access," € 2,618.00 ",Expression of putative expansin genes in phylloxera (Daktulosphaira vitifoliae Fitch) induced root galls of Vitis spp.,European Journal of Plant Pathology,SPRINGER VERLAG,2013,OA,
