PMID/PMCID,Publisher,Journal title,Article title,COST (£)
21749700,Biomed Central,BMC Molecular Biology,"TRPC1 transcript variants, ineffecient nonsense-mediated decay and low up-frameshift-1 in vascular smooth muscle cells","£1,410.00"
PMID: 21554727,Biomed Central,BMC Neuroscience,An effective assay for high cellular resolution time-lapse imaging of sensory placod formation and morphogenesis,"£1,147.51"
PMC3062603,BioMed Central,BMC Neuroscience,Interocular induction of illusory size perception,"£1,410.00"
PMC3191510,Biomed Central,BMC Neuroscience,"
A comparison of in vitro properties of resting
SOD1 tran
sgenic microglia reveals evidence of reduced neuroprotec
","£1,410.00"
PMC3073894,Biomed Central,BMC Psychiatry,Social support and antenatal depression in extended and nuclear family environments in Turkey: a cross-sectional survey.,"£1,410.00"
PMC17999764,BioMed Central,BMC Public Health,A cross-sectional study of vascular risk factors in a rural South African population: data from the Southern African Stroke Prevention Initiative (SASPI),£50.00
19309510,Biomed Central,BMC Research Notes,Searching for novel cell cycle regulators in Trypanosoma brucei with an RNA interference screen,£575.00
PMID: 21513522,BioMed Central,BMC Structural Biology,Exploiting the hig-resolution crystal structure of Straphylococcus aureus MenH to gain insight into enzyme activity,"£1,410.00"
PMC 2768994,BioMed Central,Genome Medicine,Planning for transitional research in genomics,"£1,661.75"
PMCID: PMC3107786,BioMed Central,Globalisation and Health,Masculinity as a barrier to men's use of HIV services in Zimbabwe,"£1,254.00"
21899744,BioMed central,Herpesviridae,Deciphering the role of Epstein-Barr virus in the pathogenesis of T and NK cell lymphoproliferations,"£1,035.00"
1349334028523277,BioMed Central,Malaria Journal,Automated counting for Plasmodium falciparum cytoadherence experiments,"£1,116.90"
PMC3155837,BioMed Central,Malaria Journal,"Design of a variant surface antigen-supplemented microarray chip for whole transcriptome analysis of multiple Plasmodium falciparum cytoadherent strains, and identification of strain-transcendent rif and stevor genes","£1,248.30"
21418605,Biomed Central,Malaria Journal,Developmental transition of Plasmodium sporozoites into liver-stage forms is regulated by the RNA binding protein Pumilio 2,"£1,385.00"
20565741,Biomed Central,Malaria Journal,New synchronization method for Plasmodium falciparum,£975.00
19435497,Biomed Central,Malaria Journal,"PfeIK1, a eukaryotic initiation factor 2_ kinase of the human malaria parasite Plasmodium falciparum, regulates stress-response to amino-acid starvation",£850.00
PMC3083381,BioMed Central,Malaria Journal,Plasmodium Cysteine Repeat Modular Proteins 3 and 4 are essential for malaria parasite transmission from the mosquito to the host,"£1,191.30"
20618963,Biomed Central,Molecular Cancer,Evaluation of LMP1 of Epstein-Barr virus as a therapeutic target by its inhibition,"£1,160.00"
3101129,Biomed Central,Molecular Pain,Activation of the galanin receptor 2 in the periphery reverses nerve injury-induced allodynia,"£1,584.00"
2978139,Biomed Central,Molecular Pain,Characterisation of the Nociceptive Phenotype of Suppressible Galanin Overexpressing Transgenic Mice,"£1,551.00"
PMC2992507,BioMed Central,Molecular Pain,Nociceptor-expressed ephrin-B2 regulates inflammatory and neuropathic pain,"£1,551.00"
,BioMed Central,Neural Development,Selective regulation of nerve growth factor expression in developing cutaneous tissue by early sensory innervation,"£1,506.00"
PMC3068069,BioMed Central,Neural Development,"The transcription factor Foxg1 regulates telencephalic progenitor proliferation cell autonomously, in part by controlling Pax6 expression levels","£1,373.70"
21554693,Biomed Central,Orphanet Journal of Rare Diseases,MR spectroscopy-based brain metabolite profiling in propionic acidaemia: metabolic changes in the basal ganglia during acute decompensation and effect of liver transplantation,£875.00
,BioMed Central,Parasites & Vectors,"Confirmed local endemicity and putative high transmission of Schistosoma Mansoni in the Sesse Islands, Lake Victoria, Uganda","£1,055.70"
PMC 3115897,BioMed Central,Parasites & Vectors,Modelling the global constraints of temperature on transmission of Plasmodium falciparum and P. Vivax,"£1,302.00"
PMC 3127851,BioMed Central,Parasites & Vectors,The dominant Anopheles vectors of human malaria in the Asia-Pacific region:occurrence data distribution maps and bionomic precis,"£1,302.00"
PMC3136143,BioMed Central,Parasites and Vectors,Investigating the evolution of apoptosis in malaria parasites: the importance of ecology,"£1,110.67"
PMC 2936890,BioMed Central,parasites and vectors,"The dominent Anopheles vectors of human malria in the Americas:occurance data, distribution maps and bionomic precis","£1,227.88"
PMC 3016360,BioMed Central,Parasites and Vectors,"The dominent Anopheles vectors of human malria in the Americas:occurance data, distribution maps and bionomic precis","£1,227.88"
19712470,Biomed Central,Reproductive Biology & Endocrinology,Occurrence of testicular microlithiasis in androgen insensitive hypogonadal mice,£925.00
PMCID: PMC2898775,BioMed Central,Respiratory Research,Bone morphogenetic protein (BMP)-4 and BMP-7 regulate differentially transforming growth factor (TGF)-beta1 in normal human lung fibroblasts (NHLF),£666.08
20420700,Biomed Central,Retrovirology,Modulation of the virus-receptor interaction by mutations in the V5 loop of feline immunodeficiency virus (FIV) following in vivo escape from neutralising antibody,£995.00
,BioMed Central,Virology journal,Defective interfering virus protects elderly mice from influenza,£620.99
21333022,BioMed Central ,Aids Res & Human Retroviruses,Design and methods of a longitudinal study investigating the impact of antiretroviral treatment on the partnerships and sexual behaviour of HIV-infected individuals in rural KwaZulu-Natal South Africa.,"£1,468.25"
PMC3003668,BioMed Central ,Annals of General Psychiatry (AGP),A Psychophysiogical Investigation of Laterality in Human Emotion elicited by Pleasant and Unpleasant Film-clips ,"£1,273.70"
PMC2988695,BioMed Central ,Behavioural and Brain Function,Electrophysiological evidence for abnormal preparatory states and inhibitory processing in adult ADHD,£816.00
PMCID: PMC3071785,BioMed Central ,BMC Biochemistry,Glycoproteomic characterization of carriers of the CD15/Lewisx epitope on Hodgkinâ€™s Reed-Sternberg cells,"£1,207.50"
PMC3161927,BioMed Central ,BMC Bioinformatics,Bio::Homology::InterologWalk -- A Perl module to build putative protein-protein interaction networks using scored interolog mapping,"£1,339.50"
PMC3002369,BioMed Central ,BMC Bioinformatics,Merged consensus clustering to assess and improve class discovery with microarray data,"£1,255.78"
PMC2995485,BioMed Central ,BMC Family Practice,"Developing a computer delivered, theory based intervention for guideline implementation in general practice",£900.00
PMC2995485,BioMed Central ,BMC Family Practice,"Developing a computer delivered, theory based intervention for guideline implementation in general practice","£1,057.50"
PMID: 20946641,Biomed Central ,BMC Genomics,Expression proteomics of UPF1 knockdown in HeLa cells reveals autoregulation of hnRNP A2/B1 mediated by alternative splicing resulting in nonsense-mediated mRNA decay,"£1,067.41"
21418605,BioMed Central ,BMC Genomics,Development of the piggyBac transposable system for Plasmodium berghei and its application for random mutagenesis in malaria parasites,"£1,350.00"
PMID 21272300,BioMed Central ,BMC Genomics,PNC: a protein nucleolar association classifier,"£1,410.00"
PMCID: PMC3032698,BioMed Central ,BMC Genomics,The epigenetic regulator Histone Deacetylase 1 promotes transcription of a core neurogenic programme in zebrafish embryos,"£1,380.63"
PMC3146820,BioMed Central ,BMC Health Services Research,"Equity in the delivery of community healthcare to older people; findings from 10/66 Dementia Research Group studies in Latin America, China, India and Nigeria","£1,080.00"
21251265,BioMed Central ,BMC Infectious Diseases,Genital wards and infection with human immunodeficiency virus in high-risk woman in Burkina Faso,"£1,408.75"
21957868,BioMed Central ,BMC Infectious Diseases,IeDEA-Southern Africa. Delays in starting antiretroviral therapy in patients with HIV-associated TB in non-integrated clinical services in South Africa.,"£1,221.00"
PMC3079615,BioMed Central ,BMC Medical Genetics,"INTERACTIONS BETWEEN GENETIC ADMIXTURE, ETHNIC IDENTITY, APOE GENOTYPE AND DEMENTIA PREVALENCE IN AN ADMIXED CUBAN SAMPLE; A CROSS-SECTIONAL POPULATION SURVEY AND NESTED CASE-CONTROL STUDY.","£1,057.50"
PMC3018463,BioMed Central ,BMC Musculoskeletal,Dietary garlic and hip osteoarthritis: evidence of a protective effect and putative mechanism of action,£900.00
PMC2984383,BioMed Central ,BMC Neurology,Differential effects of pre and post-payment on neurologists' response rates to a postal survey,"£1,057.50"
PMC2744905,BioMed Central ,BMC Neurology,"Population normative data for the 10/66 Dementia Research Group cognitive test battery from Latin America, India and China: a cross-sectional survey",£871.25
PMC2940861,BioMed Central ,BMC Psychiatry,Acetylcholinesterase Inhibitors (AChEI's) for the treatment of visual hallucinations in schizophrenia: a case report.,"£1,057.50"
PMC3014905,BioMed Central ,BMC Psychiatry,Genetic influences on Attention Deficit Hyperactivity Disorder symptoms from age 2 to 3,£963.50
PMID:21689451,BioMed Central ,BMC Public Health,Alcohol and fatal life trajectories in russia: understanding narrative accounts of premature make death in the family,"£1,495.25"
21070625,BioMed Central ,BMC Public Health,Drinking in transition: trends in alcohol consumption in Russia 1994-2004,"£1,451.26"
PMC3041663,BioMed Central ,BMC Public Health,Utility of electronic patient records in primary care for stroke secondary prevention trials,"£1,080.00"
PMC3104951,BioMed Central ,BMC Public Health,Woman in post-trafficking services in Moldova: Diagnostic interview over two time periods to assess returning women's mental health,"£1,080.00"
21595921,BioMed Central ,Globalization and Health,major lobbying effort to change and unify the excise structure in six Central American Countries': how British American Tobacco influenced tax and tariff rates in the Central American Common Market,"£1,254.05"
21968202,BioMed Central ,International J Mental Health Systems,"The integration of the treatment for common mental disorder in primary care ... MANAS trial in Goa, India.","£1,301.65"
21266051,BioMed Central ,Jnl Mental Health Systems,Three models of community mental health services in low-income countries,"£1,254.05"
PMC3037338,BioMed Central ,Molecular Neurodegeneration,Tyrosine Phosphorylation of Tau by the Src Family Kinases Lck and Fyn,£797.00
PMC2654884,BioMed Central ,Neural Development,Wnt activity guides facial branchiomotor neuron migration and involves the PCP pathway and JNK and ROCK kinases,£968.20
21118485,BioMed Central ,Parasite Vectors,First detection of African Swine fever Virus in Ornithodoros porcinus in Madagascar and new insights into tick distribution and taxonomy,"£1,227.88"
PMC3041663,BioMed Central ,Trials,Cluster randomised trial in the general practice research database: 1. Electronic decision support to reduce antibiotic prescribing in primary care (eCRT study),£993.60
PMC3033834,BioMed Central ,Trials,Collaborative community based care for people and their families living with schizophrenia in India: protocol for a randomised controlled trial,£955.20
