PMID/PMCID,Publisher,Journal title,Article title,COST (£)
PMC3374388,American Society for Microbiology,mBio,The interplay between the E. coli Rho guanine nucleotide exchange factor (GEF) effectors and the mammalian RhoGEF inhibitor EspH,"£1,503.25"
PMC3255788,American Society for Microbiology,Molecular & Cellular Biology,The Forkhead Transcription Factor FOXK2 Promotes AP-1-Mediated Transcriptional Regulation,"£2,455.44"
PMC2897586,American Society for Microbiology,Molecular & Cellular Biology,Transcriptional activation of the general amino acid permease gene per1 by the histone deacetylase Clr6 Is regualted by Oca2 kinase,"£1,267.13"
PMC3209257,American Society for Microbiology,Molecular and Cellular Biology,The contribution of CK2 and spleen tyrosine kinase to CFTR Trafficking and Protein Kinase A- Induced Activity,"£1,299.98"
PMC3255781,American Society for Microbiology,Molecular Cell Biology,Recognition of CpG Island Chromatin by KDM2A Requires Direct and Specific Interaction with Linker DNA,"£1,283.64"
PMC3516312,American Society for Tropical Medicine and Hygiene,American Journal of Tropical Medicine & Hygiene,Assessment of the molecular marker of plasmodium falciparum chloroquine resistance in Senegal after several years of chloroquine withdrawal.,"£1,102.36"
PMID: 22510976,ARVO,Journal of Vision,Size-induced distortions in perceptual maps of visual space,"£1,204.05"
PMID: 22705424,Asia Pacific Journal of Clinical Nutrition,Asia Pacific Journal of Clinical Nutrition,Development and evaluation of a semi-quantitative food frequency questionnaire for use in urban and rural India.,£218.32
PMC3490538,Association for Research in Vision and Ophthalmology,Invest Ophthalmol Vis Sci,Polymorphisms in ARMS2/HTRA1 and complement genes and age-related macular degenerationin India: findings from the INDEYE study.,"£1,562.25"
PMC3426790,Bentham Science,Current Pharmaceutical design,Lipid acid metabolism of Plasmodium a suitable drug target,"£1,973.00"
PMC3182078,Bentham Science ,Current Topics in Medicinal Chemistry,Target validation: linking target and chemical properties to desired product prof.,"£1,736.95"
PMC3367299,Bentham Science Publishers Ltd,Open Aids Journal,"Very early anthropometric  changes after antiretroviral therapy predict subsequent survival in Karonga, Malawi",£503.62
PMC3580398,BioMed Central,Alzheimer's Research & Therapy,Longitudinal neuroimaging and neuropsychological profile s of frontotemporal dementia with C9ORF72 expansions,£798.00
PMC3580399,BioMed Central,Alzheimer's Research and Therapy,Impaired self – other differentiation in frontotemporal dementia,"£1,536.00"
PMC3580537,Biomed Central,Arthritis Research & Therapy,Synovial DKK1 expression is regulated by local glucocorticoid metabolism in inflammatory arthritis,"£1,230.00"
PMC3538530,BioMed Central,Behavioral and Brain Functions,A genetic association study of DNA methylation levels in the DRD4 gene region finds cis-acting SNP associations,"£1,128.00"
PMC3312863,BioMed Central,BMC  Health Services Research,The development of a lay health worker delivered collaborative community based intervention for people with schizophrenia in India,"£1,128.00"
PMC3458898,BioMed Central,BMC Bioinformatics,Automated identification of protein-ligand interaction features using  Inductive Logic Programming: A hexose binding case study,"£1,258.50"
PMC3464602,BioMed Central,BMC Bioinformatics,"PREMIM and EMIM: Tools for estimation of maternal, imprinting and interaction effects using multinominal modelling","£1,536.00"
PMC3260137,Biomed Central,BMC Biotechnology,Antibody degradation in tobacco plants: a predominantly apoplastic process,"£1,470.00"
PMC3266222,BioMed Central,BMC Biotechnology,Combining M-Fish and Quantum Dot Technology for fast chromosomal assignment of transgenic insertions,"£1,410.00"
PMC3280177,BioMed Central,BMC Cell Biology,Depletion of the actin bundling protein SM22/transgelin increases actin dynamics and enhances the tumourigenic phenotypes of cells,"£1,410.00"
PMC2867816,BioMed Central,BMC Evolution ary Biology,Patterns of Kinesin evolution reveal a complex encestral eukaryote with a multifunctional cytoskeleton,"£1,240.55"
PMC3457901,BioMed Central,BMC Evolutionary Biology,Immune genes undergo more adaptive evolution than non-immune system genes in Daphnia pulex. ,"£1,339.50"
PMC3287519,BioMed Central,BMC Genetics,Male-killing Wolbachia do not protect Drosophila bifasciata against viral infection,£497.40
PMC3206520,BioMed Central,BMC Genomics,Deciphering c-MYC regulated genes in two distinct tissues,"£1,470.00"
PMC3091772,BioMed Central,BMC Genomics,Independment evolution of the core & accessory gene sets in the genus neisseria insight gained from the genome of Neisseria Lactamica lslate 02006.,"£1,380.63"
PMC3282659,BioMed Central,BMC Genomics,Diversity in parasitic nematode genomes: the microRNAs of Brugia pahangi and Haemonchus contortus are largely novel.,"£1,198.50"
PMC3461450,BioMed Central,BMC Health Services Research,"The acceptability feasibility and impact of a lay
health
counsellor delivered Health Promoting Schools programme
in India: a case study evaluation","£1,386.00"
PMC3471042,BioMed Central,BMC Health Services Research,Using financial incentives to increase initial uptake and completion of HPV vaccinations: Protocol for a randomised controlled trial.,"£1,180.80"
PMC3338379,BioMed Central,BMC Health Services Research,The effectiveness of financial incentives for smoking cessation during pregnancy: is it from being paid or from the extra aid?,"£1,128.00"
PMC3480915,Biomed Central,BMC Health Services Research,"Cost-effectiveness of counselling, graded-exercise and usual care for chronic fatigue: Evidence from a randomised trial in primary care","£1,180.80"
 PMC3235076,BioMed Central,BMC Infectious Diseases,Bovine tuberculosis at a cattle-small ruminant-human interface in Meskan Gurage region Central Ethiopia,"£1,258.50"
PMC3213181,BioMed Central,BMC Infectious Diseases,Evaluation of bleach-sedimentation for sterilising and concentrating Mycobacterium tuberculosis in sputum specimens,"£1,177.31"
PMC3391986,BioMed Central,BMC Medical Education,Dermatology undergraduate skin cancer training: a disconnect between recommendations clinical exposure and competance,"£1,258.50"
PMC3472617,BioMed Central,BMC Medical Education,Postgraduate career intentions of medical students and recent graduates in Malawi: a qualitative interview study.,"£1,533.70"
PMC3192734,Biomed Central,BMC Medical Genetics,A deletion of FGFR2 creating a chimeric IIIb/IIIc exon in a child with Apert syndrome,"£1,470.00"
PMC2821196,Biomed Central,BMC Medical Genomics,Novel biomarker combination improves the diagnosis of serious bacterial infections in Malawian children ,"£1,536.00"
PMC3483188,BioMed Central,BMC Medical Informatics and Decision Making,The Freetext Matching Algorithm: a computer program to extract diagnoses and causes of death from unstructured text in electronic health records,"£1,470.00"
PMC3261214,BioMed Central,BMC Medical Research Methodology,Potential application of item-response theory to interpretation of medical codes in electronic patient records,"£1,470.00"
"PMC3395583
",BioMed Central,BMC Medicine,"Month of birth, vitamin D and risk of immune mediated disease: a case control study.","£1,794.00"
PMC3520755,BioMed Central,BMC Medicine,"Cost of delivering human papillomavirus vaccination to school girls in Mwanza Region, Tanzania.","£2,093.00"
PMC3544612,Biomed Central,BMC Microbiology,Differential infection properties of three inducible prophages from an epidemic strain of pseudomonas aeruginosa,"£1,536.00"
PMC3347995,BioMed Central,BMC Microbiology,Fitness of Escherichia coli strains carrying expressed and partially silent IncN and IncP1 plasmids,"£1,470.00"
PMC3287508,BioMed Central,BMC Microbiology,Wolbachia surface protein induces innate immune response in mosquito cells,"£1,007.40"
PMC3347985,Biomed Central,BMC Neuroscience,The expression and activity of beta-catenin in the thalamus and its projections to the cerebral cortex.,"£1,339.50"
PMC3258233,BioMed Central,BMC Neuroscience,It's not what you say but the way that you say it: an fMRI study of prosodic pitch processing,"£1,128.00"
PMC3405477,BioMed Central,BMC Pregnancy and Childbirth,Stillbirths and newborn deaths in slum settlements in Mu mbai India: a prospective verbal autopsy study,"£1,470.00"
PMC3266209,BioMed Central,BMC Psychiatry,General and specific components of depression and anxiety in an adolescent population,"£1,258.50"
PMC3199756,BioMed Central,BMC Psychiatry,Mokken scale analysis of mental health and well-being questionnaire: a non-parametric IRT method in empirical research for applied health researchers,"£1,258.50"
PMC3199756,BioMed Central,BMC Psychiatry,Profiles of family-focused adverse experiences through childhood and early adolescence: the ROOTS project a community investigation of adolescent mental health,"£1,258.50"
PMC2859374,BioMed Central,BMC Psychiatry,Staying Well after Depression; Trial Design and protocol,"£1,380.63"
PMC3466121,BioMed Central,BMC Psychiatry,Exploring psychotic symptoms: a comparison of motor related neuronal activation during and after acute psychosis (title changed),"£1,180.80"
PMC3406968,BioMed Central,BMC Public Health,"Cleavages and co-operation in the UK alcohol
industry: a
qualitative study","£1,533.70"
PMC322763,BioMed Central,BMC Public Health,Quantitative Genome re-sequencing defines multiple mutations conferrin,"£1,339.50"
PMC3227631,BioMed Central,BMC Public Health,A community-based cluster randomised trial of safe storage to reduce pesticide self-poisoning in rural Sri Lanka: study protocol,"£1,339.50"
PMC3483688,BioMed Central,BMC Research Notes,Development Reliability and Validity of the Chichewa WHO QoL-BREF in Adults in Lilongwe Malawi,£774.00
PMC3477101,BioMed Central,BMC Research Notes,The explanatory models of depressions and anxiety in primary care: a qualitative study from India.,"£1,015.00"
PMC3098144,Biomed Central,BMC Structural Biology,Crystal structures of Burkholderia cenocepacia dihydropt eroate synthase in the apo-form and complexed with the product 78-dihydr,"£1,470.00"
PMC3275467,BioMed Central,BMC Veterinary Research,Generating social network data using partially described networks: an example informing avian influenza control in the British poultry industry.,"£1,198.50"
PMC3351363,BioMed Central,BMC Veterinary Research,Summary of current knowledge of the size and spatial distribution of the horse population within Great Britain.,"£1,198.50"
PMC3460745,BioMed Central,BMC Women's Health,"Physical health symptoms reported by trafficked women receiving post-trafficking support in Moldova: prevalence, severity and associated factors.  ","£1,128.00"
PMC3220025,Biomed Central,Critical Care,Common NFKBIL2 polymorphisms and susceptibility to pneumococcal disease: a genetic association study,"£1,182.34"
PMC3682280,BioMed Central,Critical Care,Effect of non-clinical inter-hospital critical care unit to unit transfer of critically ill patients: a propensity-matched cohort analysis,"£1,536.00"
PMC3538669,BioMed Central,Epigenetics and Chromatin,HIRA dependent H3.3 deposition is required for transcriptional reprogramming following nuclear transfer to Xenopus oocytes,"£1,463.70"
