PMID,PMCID,DOI,Publisher,Owned by/Affiliated to/Journal of,ISSN,Journal Impact Factor,Journal Title,Hybrid or Pure OA?,Article title,Citations Google Scholar,Altmetric score,CC licence type,Copyright Owner,Is the article freely available?,Cost,Contributor,Notes,ROMEO,PMC,DOIURL,XML Metadata,OpenArticleGauge
22879016,none,10.1007/978-1-4614-4989-8_10,Springer,,0065-2598,1.83,Advances in Experimental Medicine and Biology,Hybrid,Normobaric hyperoxia does not change optical scattering or pathlength but does increase oxidised cytochrome C oxidase concentration in patients with brain injury,,,Publisher copyright,,Yes,"£1,928.46",,,ROMEO,PMC,DOI,,OAG
22879019,none,10.1007/978-1-4614-4989-8_13,Springer,,0065-2598,1.83,Advances in Experimental Medicine and Biology,Hybrid,Modelling Cerebrovascular Reactivity: A Novel Near-Infrared Biomarker of Cerebral Autoregulation?,,,Publisher copyright,,Yes,"£1,928.46",,,ROMEO,PMC,DOI,,OAG
22879021,none,10.1007/978-1-4614-4989-8_15,Springer,,0065-2598,1.83,Advances in Experimental Medicine and Biology,Hybrid,Oscillations in cerebral haemodynamics in patients with falciparum malaria,,,Publisher copyright,,Yes,"£1,928.46",,,ROMEO,PMC,DOI,,OAG
22879034,none,10.1007/978-1-4614-4989-8_28,Springer,,0065-2598,1.83,Advances in Experimental Medicine and Biology,Hybrid,Wavelet cross-correlation to investigate regional variations in cerebral oxygenation in infants supported on extracorporeal membrane oxygenation,2,,Publisher copyright,,Yes,"£1,928.45",,,ROMEO,PMC,DOI,,OAG
,PMC3528370,10.1007/978-1-4614-4989-8_28,Springer,Springer,0161-9152,4.08,Age,Hybrid,The dominant human conjunctival epithelial CD8__+ T cell population is maintained with age but the number of CD4+ T cells increases.,,,CC-BY,Copyright Authors,Yes,"£2,338.28",,,ROMEO,PMC,DOI,,OAG
,,10.1007/978-1-62703-302-2_1,Humana Press (Springer Imprint),Springer,1064-3745,none,Methods in Molecular Biology,Pure OA,The Amoebozoa.,,,,,,"£2,230.50",,,ROMEO,,DOI,,OAG
,PMC3625409,10.1007/s00011-013-0605-4,Springer,,1023-3830,,Inflammation Research,Hybrid,Myocardial infarction causes inflammation and leukocyte recruitment at remote sites in the myocardium and in the renal glomerulus,,,,,,"£2,759.24",,,ROMEO,PMC,DOI,,OAG
,PMC3535400,10.1007/s00018-012-1032-3,Springer,Springer,1420-682X,5.62,Cellular and Molecular Life Sciences,Hybrid,"Tightrope act: autophagy in stem cell renewal, differentiation, proliferation, and aging",,,Author copyright,Author copyright,Yes,"£1,882.23",,Author copyright,ROMEO,PMC,DOI,,OAG
,PMC3689915,10.1007/s00018-012-1174-3,Springer,Springer,1420-682X,5.62,Cellular and Molecular Life Sciences,Hybrid,Reactivation of the inactive X chromosome in development and reprogramming,,,Author copyright,,Yes,"£1,918.46",,,ROMEO,PMC,DOI,,OAG
,PMC3753470,10.1007/s00018-012-1235-7,Springer,Springer,1420-682X,5.62,Cellular and Molecular Life Sciences,Hybrid,Transcription regulation and nuclear reprograming: role of nuclear actin and actin binding proteins,,,CC BY,Author copyright,Yes,"£1,629.33",,Author copyright,ROMEO,PMC,DOI,,OAG
,PMC3771402,10.1007/s00018-012-1257-1,Springer,Springer,1420-682X,5.62,Cellular and Molecular Life Sciences,Hybrid,Regulation of microRNA biogenesis and turnover by animals and their viruses,,,CC BY,Author copyright,Yes,"£1,951.80",,Author copyright,ROMEO,PMC,DOI,,OAG
,PMC3781296,10.1007/s00018-013-1269-5,Springer,Springer,1420-682X,5.62,Cellular and Molecular Life Sciences,Hybrid,Developmental mechanisms directing early anterior forebrain specification in vertebrates,,,CC BY,Author copyright,Yes,"£2,226.74",,Author copyright,ROMEO,PMC,DOI,,OAG
,PMC3632722,10.1007/s00018-013-1277-5,Springer,Springer,1420-682X,5.62,Cellular and Molecular Life Sciences,Hybrid,Neurovascular Development and Links to Disease,,,CC BY,Author copyright,Yes,"£1,897.85",,Author copyright,ROMEO,PMC,DOI,,OAG
,PMC3695676,10.1007/s00109-013-1006-4,Springer,,0946-2716,,Journal of Molecular Medicine,Hybrid,Functional expression of Rab escort protein 1 following AAV2-mediated gene delivery in the retina of choroideremia mice and human cells ex vivo,,,,,,"£2,262.59",,,ROMEO,PMC,DOI,,OAG
,PMC3648684,10.1007/s00125-013-2887-z,Springer,European Association for the Study of Diabetes,0012-186X,,Diabetologia,Hybrid,Colocalisation and secretion of glucagon-like peptide-1 and peptide YY from promary cultutred human L-cells,,,CC BY NC,Author copyright,Yes,"£2,211.52",,Author copyright,ROMEO,PMC,DOI,,OAG
,PMC3699707,10.1007/s00125-013-2928-7,Springer,European Association for the Study of Diabetes,0012-186X,,Diabetologia,Hybrid,Predicted impact of extending the screening interval for diabetic retinopathy: the Scottish Diabetic Retinopathy Screening programme,,,CC BY NC,Author copyright,Yes,"£2,289.06",,Author copyright,ROMEO,PMC,DOI,,OAG
,PMC3737433,10.1007/s00125-013-2962-5,Springer,European Association for the Study of Diabetes,0012-186X,,Diabetologia,Hybrid,Improved genetic testing for monogenic diabetes using targeted next-generation sequencing,,,CC BY NC,Author copyright,Yes,"£2,315.78",,Author copyright,ROMEO,PMC,DOI,,OAG
,PMC3405234,10.1007/s00127-011-0440-2,Springer,,,,Social Psychiatry and Psychiatric Epidemiology,Hybrid,Cross-national differences in questionnaires do not necessarily reflect comparable differences in disorder prevalence.,,,,,,"£1,739.13",,,,PMC,DOI,,OAG
,PMC3405234,10.1007/s00127-011-0440-2,Springer,,,,Social Psychiatry and Psychiatric Epidemiology,Hybrid,Cross-national differences in questionnaires do not necesarily reflect comparable differences in disorder prevalence.,,,,,,"£1,944.88",,,,PMC,DOI,,OAG
,PMC3529206,10.1007/s00127-012-0538-1,Springer,,,,Social Psychiatry and Psychiatric Epidemiology,Hybrid,"Patterns of alcohol use, their correlates and impact in make drinkers: a population-based survey from Goa, India.",,,,,,"£1,739.13",,,,PMC,DOI,,OAG
,PMC3529206,10.1007/s00127-012-0538-1,Springer,,,,Social Psychiatry and Psychiatric Epidemiology,Hybrid,"Patterns of alcohol use, their correlates and impact in male drinkers: a population-based survey from Goa, India",,,,,,"£1,944.88",,,,PMC,DOI,,OAG
,PMC3597274,10.1007/s00127-012-0614-6,Springer,,,,Social Psychiatry and Psychiatric Epidemiology,Hybrid,"Abuse and other correlates of common mental disorders in youth: a cross-sectional study in Goa, India.",,,Not stated,Author copyright,Yes,"£1,739.13",ck,licence not stated,,PMC,DOI,,OAG
,PMC3597274,10.1007/s00127-012-0614-6,Springer,,,,Social Psychiatry and Psychiatric Epidemiology,Hybrid,"Abuse and other correlates of Common Mental Disorders in Youth: a Cross-Sectional study in Goa, India",,,,,,"£1,905.98",,,,PMC,DOI,,OAG
,PMC3782642,10.1007/s00127-013-0695-x,Springer,,,,Social Psychiatry and Psychiatric Epidemiology,Hybrid,Epidemiology of childhood conduct problems in Brazil: systematic review and meta-analysis,,,,,,"£2,274.49",,,,PMC,DOI,,OAG
,PMC3777188,10.1007/s00198-013-2371-0,Springer,International Osteoporosis Foundation and the National Osteoporosis Foundation,0937-941X,,Osteoporosis International,Hybrid,The anti-diabetic drug metformin does not affect bone mass in vivo or fracture healing,,,,,,"£1,929.03",,,ROMEO,PMC,DOI,,OAG
,PMC3636441,10.1007/s00213-012-2952-1,Springer,,,,Psychopharmacology,Hybrid,Comparison of the conditioned reinforcing properties of a safety signal and appetitive stimulus: effects of d-amphetamine and anxiolytics,,,,,,"£2,075.05",,,,PMC,DOI,,OAG
,PMC3676742,10.1007/s00213-013-3010-3,Springer,,,,Psychopharmacology,Hybrid,Divergent effects of D(2/3) receptor activation in the nucleus accumbens core and shell on impulsivity and locomotor activity in high and low impulsive rats,,,,,,"£1,142.79",,,,PMC,DOI,,OAG
,PMC3824307,10.1007/s00213-013-3141-6,Springer,,,,Psychopharmacology,Hybrid,"Noradrenergic versus dopaminergic modulation of impulsivity, attention and monitoring behaviour in rats performing the stop-signal task: possible relevance to ADHD",,,,,,"£2,265.88",,,,PMC,DOI,,OAG
,PMC3475971,10.1007/s00216-012-6335-6,Springer,,1618-2642,,Analytical and Bioanalytical Chemistry,Hybrid,Fragment screening of cyclin G-associated kinase by weak affinity chromatography.,,,,,,"£1,902.97",,,ROMEO,PMC,DOI,,OAG
,PMC3745827,10.1007/s00221-013-3407-6,Springer,,0014-4819,,Experimental Brain Research,Hybrid,The psychology of volition,,,,Author copyright,Yes,"£2,076.55",Steve Ely,,ROMEO,PMC,DOI,,OAG
,PMC3745826,10.1007/s00221-013-3419-2,Springer,,0014-4819,,Experimental Brain Research,Hybrid,Cue integration and the perception of action in intentional binding,,,,,,"£1,889.10",,,ROMEO,PMC,DOI,,OAG
,PMC3215872,10.1007/s00223-011-9532-y,Springer,,0171-967X,,Calcified Tissue International,Hybrid,Influence of Polymorphisms in the RANKL/RANK/OPG Signaling Pathway on Volumetric Bone Mineral Density and Bone Geometry at the Forearm in Men,,,,,,"£2,002.76",,,ROMEO,PMC,DOI,,OAG
,PMC3414696,10.1007/s00228-011-1092-6,Springer,Springer,0031-6970,,European Journal of Clinical Pharmacology,Hybrid,Pattern of asthma medication use among children in a large urban centre in Brazil.,,,Publisher copyright,Publisher copyright,Yes,"£1,632.89",,,ROMEO,PMC,DOI,,OAG
,PMC3599165,10.1007/s00240-013-0546-y,Springer,,,,Urolithiasis,Hybrid,Accuracy of urine pH testing in a regional metabolic renal clinic: is the dipstick accurate enough?,,,,,,"£1,112.40",,,,PMC,DOI,,OAG
,PMC3710569,10.1007/s00251-013-0705-x,Springer,,0093-7711,,Immunogenetics,Hybrid,The peptide motif of the single dominantly-expressed class I molecule of the chicken MHC can explain the response to a molecular defined vaccine of infectious bursal disease virus (IBDV),,,,,,"£2,211.52",,,ROMEO,PMC,DOI,,OAG
,PMC3824577,10.1007/s00251-013-0724-7,Springer,,0093-7711,,Immunogenetics,Hybrid,Killer cell immunoglobin-like receptor (KIR) genes and their HLA-C ligands in a Ugandan population,,,,,,"£2,240.86",,,ROMEO,PMC,DOI,,OAG
,PMC3496546,10.1007/s00281-012-0348-2,Springer,,,,Seminars in Immunopathology,Hybrid,Trichuris muris: a model of gastrointestinal parasite infection,,,,,,"£1,894.60",,,,PMC,DOI,,OAG
,PMC3738845,10.1007/s00330-013-2840-z,Springer,,0938-7994,,European Radiology,Hybrid,The effect of a tuberculosis chest X-ray image reference set on non-expert reader performance,,,,,,"£2,263.18",,,ROMEO,PMC,DOI,,OAG
,PMC3463788,10.1007/s00335-012-9409-z,Springer,,0938-8990,,Mammalian Genome,Hybrid,Association studies in outbred mice in a new era of full-genome sequencing,,,,,,"£2,295.13",,,ROMEO,PMC,DOI,,OAG
,PMC3657347,10.1007/s00381-013-2036-5,Springer,,,,Childs Nerv Syst,Hybrid,The tympanic membrane displacement analyzer for monitoring intracranial pressure in children,,,,,,"£1,831.38",,,,PMC,DOI,,OAG
,PMC3535376,10.1007/s00401-012-1043-z,Springer,,0001-6322,9.73,Acta Neuropathologica,Hybrid,Unravelling the enigma o selective vulnerability in neurodegeneration: motor neurons resistant to degeneration in ALS show distinct gene expression characteristics and decreased susceptibility to excitotoxicity,11,,CC-BY,,Yes,"£2,348.21",Theo Andrew,,ROMEO,PMC,DOI,,OAG
,PMC3681325,10.1007/s00401-013-1096-7,Springer,,0001-6322,9.73,Acta Neuropathologica,Hybrid,_-Synucleinopathy associated with G51D SNCA mutation: a link between Parkinson's disease and multiple system atrophy?,25,,CC-BY,,Yes,"£1,884.01",Theo Andrew,,ROMEO,PMC,DOI,,OAG
,PMC3549237,10.1007/s00401-013-1112-y,Springer,,0001-6322,9.73,Acta Neuropathologica,Hybrid,Overexpression of human wild-type FUS causes progressive motor neuron degeneration in an age- and dose-dependent fashion,24,,CC-BY,,Yes,"£1,901.04",Theo Andrew,,ROMEO,PMC,DOI,,OAG
,PMC3691478,10.1007/s00415-010-5511-x,Springer,,0340-5354,,Journal of Neurology,Hybrid,Copper deficiency myeopathy,,,,,,"£2,387.49",,,ROMEO,PMC,DOI,,OAG
,PMC3642358,10.1007/s00415-013-6860-z,Springer,,0340-5354,,Journal of Neurology,Hybrid,How often does music and rhythm improve patients' perception of motor symptoms in Parkinson's disease,,,,,,"£1,902.46",,,ROMEO,PMC,DOI,,OAG
,PMC3764324,10.1007/s00415-013-7044-6,Springer,,0340-5354,,Journal of Neurology,Hybrid,Exome sequencing expands the mutational spectrum of SPG8 in a family with spasticity responsive to L-DOPA treatment,,,,,,"£1,851.29",,,ROMEO,PMC,DOI,,OAG
,PMC3696465,10.1007/s00424-012-1199-3,Springer,,,,Pflugers Archive,Hybrid,"A basic residue in the proximal C-terminus is necessary for efficient activation of the M-channel subunit Kv7.2 by PI(4,5)P2",,,,,,"£1,728.80",,,,PMC,DOI,,OAG
,PMC3644191,10.1007/s00427-012-0414-8,Springer,Springer,0949-944X,,Development Genes and Evolution,Hybrid,Snail-dependant repression of the RhoGEF pebble is required for gastrulation consistency in Drosophila melanogaster,,,Publisher copyright,Publisher copyright,Yes,"£2,230.10",,,ROMEO,PMC,DOI,,OAG
,PMC3637647,10.1007/s00429-012-0475-5,Springer,,1863-2653,,Brain Structure and Function,Hybrid,Predictions not commands: Active inference in the motor system,,,,,,"£1,639.06",,,ROMEO,PMC,DOI,,OAG
,PMC3505551,10.1007/s00441-012-1490-9,Springer,,0302-766X,,Cell and Tissue Research,Hybrid,Differential localisation of BPIFA1 (SPLUNC1) and BPIFB1 (LPLUNC1) in the nasal and oral cavities of mice,,,,,,"£1,908.38",,,ROMEO,PMC,DOI,,OAG
,PMC3661931,10.1007/s00592-013-0499-1,Springer,,0001-6322,9.73,Acta Neuropathologica,Hybrid,Insufficient OPC migration into demyelinated lesions is a cause of poor remyelination in MS and mouse models,4,,CC-BY,,Yes,"£2,250.97",Theo Andrew,,ROMEO,PMC,DOI,,OAG
23828613,none,10.1007/s00592-013-0499-1,Springer,,0940-5429,4.63,Acta Diabetologica,Hybrid,A rare SNP in pre-miR-34a is associated with increased levels of miR-34a in pancreatic beta cells,2,,CC-BY,,Yes,"£2,336.28",Theo Andrew,,ROMEO,PMC,DOI,,OAG
,PMC3664183,10.1007/s00702-013-1003-3,Springer,,0300-9564,,Journal of Neural Transmission,Hybrid,Cellular Localization and Trafficking of Vascular Adhesion Protein-1 as Revealed by an N-terminal GFP Fusion Protein,,,,,,"£2,289.17",,,ROMEO,PMC,DOI,,OAG
,PMC3778840,10.1007/s00737-013-0353-z,Springer,,,,Archives of Women's Mental Health,Hybrid,Detection of antenatal depression in rural HIV affected populations with short and ultra-short versions of the Edingburgh Postnatal Depression Scales (EPDS),,,,,,"£1,829.99",,,,PMC,DOI,,OAG
,PMC3669511,10.1007/s00787-013-0378-x,Springer,European Society for Child and Adolescent Psychiatry,1018-8827,,European Child and Adolescent Psychiatry,Hybrid,Are parental ADHD problems associated with a more severe clinical presentation and greater family adversity in children with ADHD ?,,,CC BY,Author copyright,Yes,"£2,285.92",,Author copyright,ROMEO,PMC,DOI,,OAG
,,10.1007/s00787-013-0398-6,Springer,European Society for Child and Adolescent Psychiatry,1018-8827,,European Child and Adolescent Psychiatry,Hybrid,Autistic Traits in ADHD in index clinical and cognitive problems,,,CC BY,Author copyright,Yes,"£2,331.95",,Author copyright,ROMEO,,DOI,,OAG
,PMC3569589,10.1007/s10048-012-0350-9,Springer,,1364-6745,,Neurogenetics,Hybrid,Comprehensive cytogenomic profile of the in vitro neuronal model SH-SY5Y.,,,,,,"£2,382.11",,,ROMEO,PMC,DOI,,OAG
,PMC3214239,10.1007/s10162-011-0284-1,Springer,,1525-3961,,Journal of the Association for Research in Otolaryngology,Hybrid,The Frequency Following Response (FFR) May Reflect Pitch-Bearing Information But is Not a Direct Representation of Pitch,,,,,,"£2,049.78",,,ROMEO,PMC,DOI,,OAG
,PMC3824582,10.1007/s10339-013-0571-3,Springer,Springer,1612-4782,,Cognitive Processing,Hybrid,"Active inference, sensory attenuation and illusions",,,CC BY,Author copyright,Yes,"£1,903.03",,Author copyright,ROMEO,PMC,DOI,,OAG
,PMC3627851,10.1007/s10461-012-0356-1,Springer,,,,AIDS and Behavior,Hybrid,,,,,,,"£1,663.63",,,,PMC,DOI,,OAG
,PMC3847282,10.1007/s10522-013-9457-0,Springer,,1389-5729,3.19,Biogerontology,Hybrid,Shared Ageing Research Models (ShARM): A new facility to support ageing,,,,,,"£2,282.59",,,ROMEO,PMC,DOI,,OAG
,PMC3764326,10.1007/s10544-013-9759-7,Springer,,1387-2176,,Biomedical Microdevices,Hybrid,Continuous in vivo blood pressure measurements using a fully implantable wireless SAW sensor,,,,,,"£2,236.16",,,ROMEO,PMC,DOI,,OAG
,PMC3109261,10.1007/s10545-011-9294-8,Springer,,,,Journal of Inherited Metabolic,Hybrid,Structural basis of fumarate hydratase deficiency,,,,,,"£2,127.68",,,,PMC,DOI,,OAG
,PMC3536945,10.1007/s10548-012-0255-9,Springer,,0896-0267,,Brain Topography,Hybrid,"A novel method for reducing the effect of tonic muscle activity on the gamma band of the scalp EEG, DOI: 10.1007/s10548-012-0255-9",,,,,,"£1,889.90",,,ROMEO,PMC,DOI,,OAG
,PMC3627038,10.1007/s10577-013-9347-y,Springer,Springer,0967-3849,,Chromosome Research,Hybrid,"Esperanto for histones: CENP-A, not CenH3, is the centromeric histone H3 variant",,,CC BY,Author copyright,Yes,"£2,258.39",,Author copyright,ROMEO,PMC,DOI,,OAG
,PMC3490075,10.1007/s10608-011-9429-0,Springer,Springer,,,Cognitive Therapy and Research,Hybrid,"How disorder-specific are depressive attributions? A comparison of individuals with depression, posttraumatic stress disorder and healthy controls.",,,Author copyright,Author copyright,Yes,"£1,989.65",,Author copyright,,PMC,DOI,,OAG
,PMC3672507,10.1007/s10654-013-9808-9,Springer,Springer,0393-2990,,European Journal of Epidemiology,Hybrid,Hazardous alcohol consumption is associated with increased levels of B-type natriuretic peptide: evidence from two population-based studies,,,CC BY,Author copyright,Yes,"£1,899.66",,Author copyright,ROMEO,PMC,DOI,,OAG
,PMC3696174,10.1007/s10654-013-9809-8,Springer,Springer,0393-2990,,European Journal of Epidemiology,Hybrid,High life in the sky? Mortality by floor of residence in Switzerland,,,CC BY,Author copyright,Yes,"£2,220.90",,Author copyright,ROMEO,PMC,DOI,,OAG
,PMC3755220,10.1007/s10802-013-9744-x,Springer,,,,Journal of Abnormal Child Psychology and Psychiatry,Hybrid,The Value of Measuring Impact Alongside Symptoms in Children and Adolescents: A Longitudinal Assessment in a Community Sample.,,,,,,"£2,247.34",,,,PMC,DOI,,OAG
,PMC3676640,10.1007/s10803-012-1556-2,Springer,,0162-3257,,Journal of Autism and Developmental Disorders,Hybrid,Communication and Social Deficits in Relatives of Individuals with SLI and Relatives of Individuals with ASD,,,,,,"£2,240.48",,,ROMEO,PMC,DOI,,OAG
,PMC3650242,10.1007/s10827-012-0431-7,Springer,,0929-5313,,Journal of Computational Neuroscience,Hybrid,The spatial pattern of light determines the kinetics and modulates backpropagation of optogenetic action potentials,,,,,,"£2,241.43",,,ROMEO,PMC,DOI,,OAG
,PMC3662417,10.1007/s10867-013-9313-0,Springer,,0092-0606,,Journal of Biological Physics,Hybrid,Packaging signals in single-stranded RNA viruses: Nature's alternative to a purely electrostatic assembly mechanism,,,,,,"£2,226.16",,,ROMEO,PMC,DOI,,OAG
,PMC3634978,10.1007/s11010-013-1613-y,Springer,,0300-8177,,Molecular and Cellular Biochemistry,Hybrid,"Folate metabolite profiling of different cell types and embryos suggests variation in folate one-carbon metabolism, including developmental changes in human embryonic brain",,,,,,"£1,860.37",,,ROMEO,PMC,DOI,,OAG
